Uniprot Entry,Accession Name
P47708,['RP3A_MOUSE']
P97300,['NPTN_MOUSE']
Q80TZ3,['AUXI_MOUSE']
Q8R559,['SHPS1_MOUSE']
P48962,['ADT1_MOUSE']
Q7TQD2,['TPPP_MOUSE']
P63325,['RS10_MOUSE']
Q91WC3,['ACSL6_MOUSE']
Q8C419,['GP158_MOUSE']
Q9CWZ7,['SNAG_MOUSE']
Q9QXS6,['DREB_MOUSE']
Q8C167,['PPCEL_MOUSE']
Q91WD5,['NDUS2_MOUSE']
P09405,['NUCL_MOUSE']
Q9DC69,['NDUA9_MOUSE']
P62897,['CYC_MOUSE']
Q9QZQ1,['AFAD_MOUSE']
Q9R0Q6,['ARC1A_MOUSE']
P80318,['TCPG_MOUSE']
D3YZU1,['SHAN1_MOUSE']
P70704,['AT8A1_MOUSE']
Q99PT1,['GDIR1_MOUSE']
Q5TLK5,['ADA22_MOUSE']
Q80WL8,['MADD_MOUSE']
Q8BZ98,['DYN3_MOUSE']
S6CCV8,['SHAN3_MOUSE']
Q6PDS7,['H4_MOUSE']
Q99JY9,['ARP3_MOUSE']
E9Q401,['RYR2_MOUSE']
Q9ESJ4,['SPN90_MOUSE']
P48722,['HS74L_MOUSE']
Q9Z1G3,['VATC1_MOUSE']
Q9QVP9,['FAK2_MOUSE']
O35136,['NCAM2_MOUSE']
Q91V92,['ACLY_MOUSE']
P70404,['IDHG1_MOUSE']
Q8CCU2,['RTN3_MOUSE']
Q91W50,['CSDE1_MOUSE']
Q3UGY8,['BIG3_MOUSE']
P28660,['NCKP1_MOUSE']
Q8BH57,['WDR48_MOUSE']
Q9D8E6,['RL4_MOUSE']
O54774,['AP3D1_MOUSE']
Q9CQX8,['RT36_MOUSE']
Q9CZT8,['RAB3B_MOUSE']
P70336,['ROCK2_MOUSE']
Q8CBW3,['ABI1_MOUSE']
Q8C0T5,['SI1L1_MOUSE']
P27659,['RL3_MOUSE']
Q99JR1,['SFXN1_MOUSE']
Q8BG32,['PSD11_MOUSE']
P00405,['COX2_MOUSE']
Q8BMS1,['ECHA_MOUSE']
Q8CGC7,['SYEP_MOUSE']
O55091,['IMPCT_MOUSE']
O35129,['PHB2_MOUSE']
P05132,['KAPCA_MOUSE']
Q8VEK3,['HNRPU_MOUSE']
Q80TE7,['LRRC7_MOUSE']
O54983,['CRYM_MOUSE']
Q8R016,['BLMH_MOUSE']
Q9CPY7,['AMPL_MOUSE']
P15116,['CADH2_MOUSE']
Q6P9K8,['CSKI1_MOUSE']
Q6R891,['NEB2_MOUSE']
Q5SYP0,['MY18A_MOUSE']
Q8K2B3,['SDHA_MOUSE']
Q8R0S4,['CACB4_MOUSE']
Q00896,['A1AT3_MOUSE']
P11881,['ITPR1_MOUSE']
P62962,['PROF1_MOUSE']
P23242,['CXA1_MOUSE']
P61979,['HNRPK_MOUSE']
Q8CGK3,['LONM_MOUSE']
Q60902,['EP15R_MOUSE']
Q8BVE3,['VATH_MOUSE']
O35658,['C1QBP_MOUSE']
Q99KH8,['STK24_MOUSE']
P60843,['IF4A1_MOUSE']
Q08331,['CALB2_MOUSE']
Q5SRX1,['TM1L2_MOUSE']
P51150,['RAB7A_MOUSE']
Q9Z2D6,['MECP2_MOUSE']
Q9EQH3,['VPS35_MOUSE']
Q80TK0,['K1107_MOUSE']
Q8VHW2,['CCG8_MOUSE']
P23819,['GRIA2_MOUSE']
P14824,['ANXA6_MOUSE']
Q8BWF0,['SSDH_MOUSE']
P23116,['EIF3A_MOUSE']
P60469,['LIPA3_MOUSE']
Q8K3K6,['CAPS2_MOUSE']
Q9D394,['RUFY3_MOUSE']
Q8BGQ7,['SYAC_MOUSE']
Q4KUS2,['UN13A_MOUSE']
Q8R326,['PSPC1_MOUSE']
Q9Z0H8,['CLIP2_MOUSE']
Q9Z1Z2,['STRAP_MOUSE']
P14094,['AT1B1_MOUSE']
Q6PHU5,['SORT_MOUSE']
Q80VX6,['GFAP_MOUSE']
Q8BRT1,['CLAP2_MOUSE']
Q61545,['EWS_MOUSE']
Q9CZ44,['NSF1C_MOUSE']
Q8R429,['AT2A1_MOUSE']
Q8BIJ6,['SYIM_MOUSE']
Q80Z38,['SHAN2_MOUSE']
Q9CSQ0,['RACK1_MOUSE']
Q640R3,['HECAM_MOUSE']
Q9JKR6,['HYOU1_MOUSE']
Q64487,['PTPRD_MOUSE']
O70443,['GNAZ_MOUSE']
Q9R0Y5,['KAD1_MOUSE']
Q01097,['NMDE2_MOUSE']
Q9CQZ5,['NDUA6_MOUSE']
Q4VBD2,['TAPT1_MOUSE']
P58281,['OPA1_MOUSE']
Q9EPJ9,['ARFG1_MOUSE']
Q9D2M8,['UB2V2_MOUSE']
Q9CZY3,['UB2V1_MOUSE']
P26039,['TLN1_MOUSE']
P63073,['IF4E_MOUSE']
Q9QYG0,['NDRG2_MOUSE']
Q8BKZ9,['ODPX_MOUSE']
Q80ZJ1,['RAP2A_MOUSE']
O35295,['PURB_MOUSE']
O88456,['CPNS1_MOUSE']
Q60875,['ARHG2_MOUSE']
Q80X80,['C2C2L_MOUSE']
O88643,['PAK1_MOUSE']
P51859,['HDGF_MOUSE']
P61226,['RAP2B_MOUSE']
Q9Z0E0,['NCDN_MOUSE']
Q9Z2Y3,['HOME1_MOUSE']
Q80XU3,['NUCKS_MOUSE']
Q811P8,['RHG32_MOUSE']
Q9Z0X1,['AIFM1_MOUSE']
Q80UG5,['SEPT9_MOUSE']
P10853,['H2B1F_MOUSE']
Q8BMF4,['ODP2_MOUSE']
P62484,['ABI2_MOUSE']
P28271,['ACOC_MOUSE']
P58404,['STRN4_MOUSE']
Q6P9K9,['NRX3A_MOUSE']
Q8BHZ0,['FA49A_MOUSE']
P42859,['HD_MOUSE']
Q8R366,['IGSF8_MOUSE']
Q9CPQ8,['ATP5L_MOUSE']
Q9DC28,['KC1D_MOUSE']
Q80Y24,['PRIC2_MOUSE']
Q9CS84,['NRX1A_MOUSE']
Q8CCK0,['H2AW_MOUSE']
O70133,['DHX9_MOUSE']
Q8VDJ3,['VIGLN_MOUSE']
Q9DCL8,['IPP2_MOUSE']
Q922S4,['PDE2A_MOUSE']
P06837,['NEUM_MOUSE']
P24527,['LKHA4_MOUSE']
O35927,['CTND2_MOUSE']
P49443,['PPM1A_MOUSE']
Q3UM45,['PP1R7_MOUSE']
Q5SVL6,['RPGP2_MOUSE']
Q99KU9,['HNRPQ_MOUSE']
Q9D6M3,['GHC1_MOUSE']
P62908,['RS3_MOUSE']
Q61481,['PDE1A_MOUSE']
P14733,['LMNB1_MOUSE']
Q8VD04,['GRAP1_MOUSE']
E9Q3L2,['PI4KA_MOUSE']
E9PUL5,['PRRT2_MOUSE']
P62821,['RAB1A_MOUSE']
P12367,['KAP2_MOUSE']
Q8BGT8,['PHIPL_MOUSE']
Q91YP2,['NEUL_MOUSE']
Q8R5M8,['CADM1_MOUSE']
P54823,['DDX6_MOUSE']
Q9DCM0,['ETHE1_MOUSE']
P35564,['CALX_MOUSE']
Q3U1J4,['DDB1_MOUSE']
Q3UYC0,['PPM1H_MOUSE']
Q9D3A9,['TTYH1_MOUSE']
P63024,['VAMP3_MOUSE']
O55106,['STRN_MOUSE']
P08414,['KCC4_MOUSE']
P26883,['FKB1A_MOUSE']
Q80U49,['C170B_MOUSE']
Q9D1G1,['RAB1B_MOUSE']
O88952,['LIN7C_MOUSE']
Q5SSH7,['ZZEF1_MOUSE']
Q9JI91,['ACTN2_MOUSE']
Q8R1Q8,['DC1L1_MOUSE']
Q8CIN4,['PAK2_MOUSE']
P70175,['DLG3_MOUSE']
Q99MN9,['PCCB_MOUSE']
Q8BG39,['SV2B_MOUSE']
Q9CZ04,['CSN7A_MOUSE']
Q6ZPQ6,['PITM2_MOUSE']
Q99PJ0,['NTRI_MOUSE']
Q8BLF1,['NCEH1_MOUSE']
P56212,['ARP19_MOUSE']
Q9JJC6,['RIPL1_MOUSE']
Q91X97,['NCALD_MOUSE']
Q9D819,['IPYR_MOUSE']
P43406,['ITAV_MOUSE']
Q99JY0,['ECHB_MOUSE']
Q9R1T2,['SAE1_MOUSE']
Q812A2,['SRGP3_MOUSE']
Q8VDP4,['CCAR2_MOUSE']
Q9JJK2,['LANC2_MOUSE']
P10852,['4F2_MOUSE']
Q9WUA3,['PFKAP_MOUSE']
Q9JK42,['PDK2_MOUSE']
Q921H8,['THIKA_MOUSE']
O88685,['PRS6A_MOUSE']
Q8K596,['NAC2_MOUSE']
P97315,['CSRP1_MOUSE']
Q91Z67,['SRGP2_MOUSE']
Q64105,['SPRE_MOUSE']
P60904,['DNJC5_MOUSE']
Q9D0E1,['HNRPM_MOUSE']
Q9CZ42,['NNRD_MOUSE']
Q8QZY1,['EIF3L_MOUSE']
Q9R0P2,['HUWE1_MOUSE']
P62881,['GNB5_MOUSE']
Q91YQ5,['RPN1_MOUSE']
Q9CZR8,['EFTS_MOUSE']
A2AG50,['MA7D2_MOUSE']
Q80TS3,['AGRL3_MOUSE']
Q8BU30,['SYIC_MOUSE']
O35551,['RABE1_MOUSE']
P46935,['NEDD4_MOUSE']
Q91VK4,['ITM2C_MOUSE']
Q8JZP2,['SYN3_MOUSE']
Q9CQW1,['YKT6_MOUSE']
Q9Z1R2,['BAG6_MOUSE']
P23506,['PIMT_MOUSE']
O55023,['IMPA1_MOUSE']
O09111,['NDUBB_MOUSE']
O88343,['S4A4_MOUSE']
Q9QUI0,['RHOA_MOUSE']
P61161,['ARP2_MOUSE']
Q99NE5,['RIMS1_MOUSE']
Q9JKK7,['TMOD2_MOUSE']
P35980,['RL18_MOUSE']
Q9CZW5,['TOM70_MOUSE']
Q9CZU6,['CISY_MOUSE']
P55264,['ADK_MOUSE']
O55022,['PGRC1_MOUSE']
Q60780,['GAS7_MOUSE']
Q9DCW4,['ETFB_MOUSE']
P62918,['RL8_MOUSE']
Q99LB6,['MAT2B_MOUSE']
Q8R001,['MARE2_MOUSE']
P22599,['A1AT2_MOUSE']
Q9JKY5,['HIP1R_MOUSE']
Q9Z218,['DPP6_MOUSE']
Q501J6,['DDX17_MOUSE']
P31230,['AIMP1_MOUSE']
Q9CQN1,['TRAP1_MOUSE']
Q62465,['VAT1_MOUSE']
Q9WV98,['TIM9_MOUSE']
P46097,['SYT2_MOUSE']
Q9D164,['FXYD6_MOUSE']
P35585,['AP1M1_MOUSE']
P42932,['TCPQ_MOUSE']
Q5PR73,['DIRA2_MOUSE']
Q60676,['PPP5_MOUSE']
Q922J3,['CLIP1_MOUSE']
Q62419,['SH3G1_MOUSE']
Q8BIW1,['PRUN1_MOUSE']
