Uniprot Entry,Accession Name
Q3TDM2,['Q3TDM2_MOUSE']
Q3TDS9,['Q3TDS9_MOUSE']
Q3TDT0,['Q3TDT0_MOUSE']
Q3TE06,['Q3TE06_MOUSE']
Q3TE85,['Q3TE85_MOUSE']
Q3TEA5,['Q3TEA5_MOUSE']
Q3TED3,['Q3TED3_MOUSE']
Q3TEL0,['Q3TEL0_MOUSE']
Q3TEN9,['Q3TEN9_MOUSE']
Q3TER0,['Q3TER0_MOUSE']
Q3TET3,['Q3TET3_MOUSE']
Q3TEX7,['Q3TEX7_MOUSE']
Q3TF84,['Q3TF84_MOUSE']
Q3TF87,['Q3TF87_MOUSE']
Q3TFB5,['Q3TFB5_MOUSE']
Q3TFE8,['Q3TFE8_MOUSE']
Q3TFF0,['Q3TFF0_MOUSE']
Q3TFP8,['Q3TFP8_MOUSE']
Q3TFQ8,['Q3TFQ8_MOUSE']
Q3TFU6,['Q3TFU6_MOUSE']
Q3TG12,['Q3TG12_MOUSE']
Q3TG21,['Q3TG21_MOUSE']
Q3TG58,['Q3TG58_MOUSE']
Q3TGE1,['Q3TGE1_MOUSE']
Q3TGJ9,['Q3TGJ9_MOUSE']
Q3TGW8,['Q3TGW8_MOUSE']
Q3TGY1,['Q3TGY1_MOUSE']
Q3THE1,['Q3THE1_MOUSE']
Q3THL2,['Q3THL2_MOUSE']
Q3THL7,['Q3THL7_MOUSE']
Q3THP1,['Q3THP1_MOUSE']
Q3THQ5,['Q3THQ5_MOUSE']
Q3THU8,['Q3THU8_MOUSE']
Q3TI65,['Q3TI65_MOUSE']
Q3TIU7,['Q3TIU7_MOUSE']
Q3TIY6,['Q3TIY6_MOUSE']
Q3TJ01,['Q3TJ01_MOUSE']
Q3TJ21,['Q3TJ21_MOUSE']
Q3TJ43,['Q3TJ43_MOUSE']
Q3TJ56,['Q3TJ56_MOUSE']
Q3TJA9,['Q3TJA9_MOUSE']
Q3TJG6,['Q3TJG6_MOUSE']
Q3TJH1,['Q3TJH1_MOUSE']
Q3TJL8,['Q3TJL8_MOUSE']
Q3TJS8,['Q3TJS8_MOUSE']
Q3TJT6,['Q3TJT6_MOUSE']
Q3TJW1,['Q3TJW1_MOUSE']
Q3TKB9,['Q3TKB9_MOUSE']
Q3TKD0,['Q3TKD0_MOUSE']
Q3TKM5,['Q3TKM5_MOUSE']
Q3TL27,['Q3TL27_MOUSE']
Q3TL79,['Q3TL79_MOUSE']
