Uniprot Entry,Accession Name
Q9CQE8,['CN166_MOUSE']
O88712,['CTBP1_MOUSE']
Q99LF4,['CV028_MOUSE']
Q9CQA3,['DHSB_MOUSE']
Q811D0,['DLG1_MOUSE']
Q91XM9,['DLG2_MOUSE']
P63037,['DNJA1_MOUSE']
O35215,['DOPD_MOUSE']
P97427,['DPYL1_MOUSE']
O35459,['ECH1_MOUSE']
O70251,['EF1B_MOUSE']
Q91Z53,['GRHPR_MOUSE']
Q8QZS1,['HIBCH_MOUSE']
P00493,['HPRT_MOUSE']
Q9Z2K1,['K1C16_MOUSE']
P11798,['KCC2A_MOUSE']
Q3THS6,['METK2_MOUSE']
O35678,['MGLL_MOUSE']
P52503,['NDUS6_MOUSE']
Q922R8,['PDIA6_MOUSE']
Q08024,['PEBB_MOUSE']
Q8C5S7,['REC8_MOUSE']
Q9JKF7,['RM39_MOUSE']
Q9Z1S5,['SEPT3_MOUSE']
O55131,['SEPT7_MOUSE']
Q9D8U8,['SNX5_MOUSE']
P54227,['STMN1_MOUSE']
Q64332,['SYN2_MOUSE']
Q8CC35,['SYNPO_MOUSE']
Q9DBS2,['TPRGL_MOUSE']
P70362,['UFD1_MOUSE']
Q60930,['VDAC2_MOUSE']
