Uniprot Entry,Accession Name
O08638,['MYH11_MOUSE']
Q80TL1,['ADCY2_MOUSE']
Q9DC70,['NDUS7_MOUSE']
P46096,['SYT1_MOUSE']
A2A699,['F1712_MOUSE']
Q6ZQ18,['EFR3B_MOUSE']
Q9D379,['HYEP_MOUSE']
Q8BUK6,['HOOK3_MOUSE']
P38060,['HMGCL_MOUSE']
Q69ZW3,['EHBP1_MOUSE']
O70228,['ATP9A_MOUSE']
A2AGT5,['CKAP5_MOUSE']
Q9D5V6,['SYAP1_MOUSE']
Q9WUB3,['PYGM_MOUSE']
P0C0S6,['H2AZ_MOUSE']
Q8CGP6,['H2A1H_MOUSE']
A2APX8,['SCN1A_MOUSE']
Q61097,['KSR1_MOUSE']
O08583,['THOC4_MOUSE']
Q8CGF7,['TCRG1_MOUSE']
Q8VED9,['LEGL_MOUSE']
P51660,['DHB4_MOUSE']
Q3UVX5,['GRM5_MOUSE']
Q923D5,['WBP11_MOUSE']
Q9JHW2,['NIT2_MOUSE']
Q9Z1F9,['SAE2_MOUSE']
P02301,['H3C_MOUSE']
Q9JKX6,['NUDT5_MOUSE']
P54285,['CACB3_MOUSE']
Q8BWS5,['GRIN3_MOUSE']
P70168,['IMB1_MOUSE']
Q80X90,['FLNB_MOUSE']
Q9Z255,['UBE2A_MOUSE']
Q91YR7,['PRP6_MOUSE']
P62835,['RAP1A_MOUSE']
Q99JI6,['RAP1B_MOUSE']
Q9WUQ2,['PREB_MOUSE']
Q8CCF0,['PRP31_MOUSE']
Q9ERS2,['NDUAD_MOUSE']
Q6PH08,['ERC2_MOUSE']
Q99MI1,['RB6I2_MOUSE']
Q99L45,['IF2B_MOUSE']
P11438,['LAMP1_MOUSE']
Q8K1L5,['PP1RB_MOUSE']
Q9JIG8,['PRAF2_MOUSE']
P62743,['AP2S1_MOUSE']
Q6PHZ2,['KCC2D_MOUSE']
Q923T9,['KCC2G_MOUSE']
Q8R559,['SHPS1_MOUSE']
Q8R0G9,['NU133_MOUSE']
A2AFR3,['FRPD4_MOUSE']
Q9DCM0,['ETHE1_MOUSE']
Q99MP8,['BRAP_MOUSE']
Q8CG55,['KTN1_MOUSE']
Q9CZA2,['RAN_MOUSE']
P23953,['EST1C_MOUSE']
Q9R0Q6,['ARC1A_MOUSE']
Q61481,['PDE1A_MOUSE']
Q6DIC0,['SMCA2_MOUSE']
Q8R555,['CRAC1_MOUSE']
Q8VHH5,['AGAP3_MOUSE']
P62315,['SMD1_MOUSE']
A6H5Z3,['EXC6B_MOUSE']
O08529,['CAN2_MOUSE']
P45952,['ACADM_MOUSE']
Q9QYK7,['RNF11_MOUSE']
Q9QYF1,['RDH11_MOUSE']
Q9R1L5,['MAST1_MOUSE']
P50136,['ODBA_MOUSE']
Q9CR98,['F136A_MOUSE']
P10639,['THIO_MOUSE']
Q8R1B0,['STAC2_MOUSE']
P32883,['RASK_MOUSE']
Q8BV13,['CSN7B_MOUSE']
P97351,['RS3A_MOUSE']
Q9R069,['BCAM_MOUSE']
Q8CBE3,['WDR37_MOUSE']
Q80XU3,['NUCKS_MOUSE']
Q8R5M8,['CADM1_MOUSE']
P35282,['RAB21_MOUSE']
P61021,['RAB5B_MOUSE']
Q3UGY8,['BIG3_MOUSE']
Q91VE0,['S27A4_MOUSE']
Q9CSQ0,['RACK1_MOUSE']
Q9CY58,['PAIRB_MOUSE']
P12658,['CALB1_MOUSE']
Q8K2B3,['SDHA_MOUSE']
Q9CRD0,['OCAD1_MOUSE']
Q8VDJ3,['VIGLN_MOUSE']
Q80VD1,['FA98B_MOUSE']
