Uniprot Entry,Accession Name
Q99NE5,['RIMS1_MOUSE']
Q99PT1,['GDIR1_MOUSE']
Q91V41,['RAB14_MOUSE']
P23818,['GRIA1_MOUSE']
Q8R5M8,['CADM1_MOUSE']
Q8BUY8,['GASP2_MOUSE']
Q8VDM4,['PSMD2_MOUSE']
P28028,['BRAF_MOUSE']
A9Z1V5,['VW5B1_MOUSE']
Q9WV98,['TIM9_MOUSE']
P06837,['NEUM_MOUSE']
Q99JR1,['SFXN1_MOUSE']
Q8R3B1,['PLCD1_MOUSE']
Q8CGC7,['SYEP_MOUSE']
P35564,['CALX_MOUSE']
Q3UM45,['PP1R7_MOUSE']
Q99PV0,['PRP8_MOUSE']
Q99PJ0,['NTRI_MOUSE']
Q9QZC2,['PLXC1_MOUSE']
Q9CS42,['PRPS2_MOUSE']
Q9DBR3,['ARMC8_MOUSE']
P48453,['PP2BB_MOUSE']
Q8CDN6,['TXNL1_MOUSE']
Q9CZ04,['CSN7A_MOUSE']
Q8R464,['CADM4_MOUSE']
Q9D8N0,['EF1G_MOUSE']
Q9JKD3,['SCAM5_MOUSE']
Q64105,['SPRE_MOUSE']
P62080,['TSN5_MOUSE']
Q9R0P4,['SMAP_MOUSE']
Q91WA3,['HDA11_MOUSE']
Q9D6U8,['F162A_MOUSE']
P70175,['DLG3_MOUSE']
P55264,['ADK_MOUSE']
Q921R8,['S41A3_MOUSE']
P62320,['SMD3_MOUSE']
D3YVF0,['AKAP5_MOUSE']
Q91ZU8,['DYST_MOUSE']
Q00623,['APOA1_MOUSE']
P53810,['PIPNA_MOUSE']
Q9CQ65,['MTAP_MOUSE']
Q810U4,['NRCAM_MOUSE']
Q8BWS5,['GRIN3_MOUSE']
O08539,['BIN1_MOUSE']
Q32NY4,['CNNM3_MOUSE']
Q5FWK3,['RHG01_MOUSE']
Q61239,['FNTA_MOUSE']
O89026,['ROBO1_MOUSE']
Q9D0J8,['PTMS_MOUSE']
Q80XR2,['AT2C1_MOUSE']
Q99NB9,['SF3B1_MOUSE']
Q9D154,['ILEUA_MOUSE']
Q7TPR4,['ACTN1_MOUSE']
Q9DCX2,['ATP5H_MOUSE']
Q8K1L5,['PP1RB_MOUSE']
Q9R0U7,['JIP3_MOUSE']
Q80UY2,['KCMF1_MOUSE']
O55029,['COPB2_MOUSE']
Q8BPQ7,['SGSM1_MOUSE']
P14824,['ANXA6_MOUSE']
P56399,['UBP5_MOUSE']
A2AGT5,['CKAP5_MOUSE']
Q05816,['FABP5_MOUSE']
Q61189,['ICLN_MOUSE']
Q8BIJ6,['SYIM_MOUSE']
P15116,['CADH2_MOUSE']
P97315,['CSRP1_MOUSE']
Q9WV02,['RBMX_MOUSE']
Q64516,['GLPK_MOUSE']
O35381,['AN32A_MOUSE']
Q8JZN5,['ACAD9_MOUSE']
O55234,['PSB5_MOUSE']
Q61545,['EWS_MOUSE']
P35980,['RL18_MOUSE']
P98084,['APBA2_MOUSE']
P56546,['CTBP2_MOUSE']
Q60930,['VDAC2_MOUSE']
P28652,['KCC2B_MOUSE']
P15532,['NDKA_MOUSE']
Q00897,['A1AT4_MOUSE']
Q01097,['NMDE2_MOUSE']
O70194,['EIF3D_MOUSE']
P26231,['CTNA1_MOUSE']
Q8CG55,['KTN1_MOUSE']
P08226,['APOE_MOUSE']
Q5SYP0,['MY18A_MOUSE']
Q8BUV3,['GEPH_MOUSE']
Q9Z268,['RASL1_MOUSE']
P83510,['TNIK_MOUSE']
Q6NXK7,['DPP10_MOUSE']
Q8BWF0,['SSDH_MOUSE']
Q6P5D8,['SMHD1_MOUSE']
P26645,['MARCS_MOUSE']
Q9JLI8,['SART3_MOUSE']
Q3UUI3,['THEM4_MOUSE']
Q9Z210,['PX11B_MOUSE']
Q9Z2W1,['STK25_MOUSE']
P55012,['S12A2_MOUSE']
Q80U04,['PJA2_MOUSE']
O35344,['IMA4_MOUSE']
Q6NZJ6,['IF4G1_MOUSE']
Q61316,['HSP74_MOUSE']
Q8BVA2,['TM222_MOUSE']
Q91XL9,['OSBL1_MOUSE']
Q3UGR5,['HDHD2_MOUSE']
A2A8U2,['TM201_MOUSE']
O35857,['TIM44_MOUSE']
Q91VE0,['S27A4_MOUSE']
Q8BK64,['AHSA1_MOUSE']
Q91YE6,['IPO9_MOUSE']
P60824,['CIRBP_MOUSE']
Q62095,['DDX3Y_MOUSE']
Q8CCK0,['H2AW_MOUSE']
Q9D0K2,['SCOT1_MOUSE']
P20444,['KPCA_MOUSE']
Q9JIX8,['ACINU_MOUSE']
P58389,['PTPA_MOUSE']
Q9Z1K3,['MPDZ_MOUSE']
Q9JIK9,['RT34_MOUSE']
Q9Z1Q9,['SYVC_MOUSE']
P28738,['KIF5C_MOUSE']
Q9QXS6,['DREB_MOUSE']
P16460,['ASSY_MOUSE']
Q8JZK9,['HMCS1_MOUSE']
